event_id:ID,timestamp,event_type,status,value,cve
EVT-024628,2026-05-01T16:50:28Z,http_request,normal,,
EVT-024629,2026-05-01T16:50:29Z,http_request,normal,,
EVT-024630,2026-05-01T16:50:30Z,file_access,normal,,
EVT-024631,2026-05-01T16:50:31Z,file_access,normal,,
EVT-024632,2026-05-01T16:50:32Z,read_sensor,normal,53,
EVT-024633,2026-05-01T16:50:33Z,modbus_write,normal,48,
EVT-024634,2026-05-01T16:50:34Z,modbus_write,normal,86,
EVT-024635,2026-05-01T16:50:35Z,http_request,normal,,
EVT-024636,2026-05-01T16:50:36Z,file_access,normal,,
EVT-024637,2026-05-01T16:50:37Z,read_sensor,normal,75,
EVT-024638,2026-05-01T16:50:38Z,http_request,normal,,
EVT-024639,2026-05-01T16:50:39Z,http_request,normal,,
EVT-024640,2026-05-01T16:50:40Z,modbus_write,normal,99,
EVT-024641,2026-05-01T16:50:41Z,modbus_write,normal,81,
EVT-024642,2026-05-01T16:50:42Z,read_sensor,normal,104,
EVT-024643,2026-05-01T16:50:43Z,http_request,normal,,
EVT-024644,2026-05-01T16:50:44Z,login,normal,,
EVT-024645,2026-05-01T16:50:45Z,login,normal,,
EVT-024646,2026-05-01T16:50:46Z,file_access,normal,,
EVT-024647,2026-05-01T16:50:47Z,file_access,normal,,
EVT-024648,2026-05-01T16:50:48Z,http_request,normal,,
EVT-024649,2026-05-01T16:50:49Z,file_access,normal,,
EVT-024650,2026-05-01T16:50:50Z,file_access,normal,,
EVT-024651,2026-05-01T16:50:51Z,file_access,normal,,
EVT-024652,2026-05-01T16:50:52Z,modbus_write,normal,97,
EVT-024653,2026-05-01T16:50:53Z,modbus_write,normal,103,
EVT-024654,2026-05-01T16:50:54Z,login,normal,,
EVT-024655,2026-05-01T16:50:55Z,http_request,normal,,
EVT-024656,2026-05-01T16:50:56Z,modbus_write,normal,104,
EVT-024657,2026-05-01T16:50:57Z,file_access,normal,,
EVT-024658,2026-05-01T16:50:58Z,read_sensor,normal,98,
EVT-024659,2026-05-01T16:50:59Z,login,normal,,
EVT-024660,2026-05-01T16:51:00Z,modbus_write,normal,79,
EVT-024661,2026-05-01T16:51:01Z,login,normal,,
EVT-024662,2026-05-01T16:51:02Z,file_access,normal,,
EVT-024663,2026-05-01T16:51:03Z,file_access,normal,,
EVT-024664,2026-05-01T16:51:04Z,modbus_write,normal,72,
EVT-024665,2026-05-01T16:51:05Z,read_sensor,normal,74,
EVT-024666,2026-05-01T16:51:06Z,file_access,normal,,
EVT-024667,2026-05-01T16:51:07Z,http_request,normal,,
EVT-024668,2026-05-01T16:51:08Z,http_request,normal,,
EVT-024669,2026-05-01T16:51:09Z,read_sensor,normal,93,
EVT-024670,2026-05-01T16:51:10Z,file_access,normal,,
EVT-024671,2026-05-01T16:51:11Z,modbus_write,normal,117,
EVT-024672,2026-05-01T16:51:12Z,login,normal,,
EVT-024673,2026-05-01T16:51:13Z,read_sensor,normal,102,
EVT-024674,2026-05-01T16:51:14Z,login,normal,,
EVT-024675,2026-05-01T16:51:15Z,login,normal,,
EVT-024676,2026-05-01T16:51:16Z,file_access,normal,,
EVT-024677,2026-05-01T16:51:17Z,login,normal,,
EVT-024678,2026-05-01T16:51:18Z,read_sensor,normal,110,
EVT-024679,2026-05-01T16:51:19Z,read_sensor,normal,43,
EVT-024680,2026-05-01T16:51:20Z,login,normal,,
EVT-024681,2026-05-01T16:51:21Z,file_access,normal,,
EVT-024682,2026-05-01T16:51:22Z,modbus_write,normal,46,
EVT-024683,2026-05-01T16:51:23Z,read_sensor,normal,119,
EVT-024684,2026-05-01T16:51:24Z,modbus_write,normal,87,
EVT-024685,2026-05-01T16:51:25Z,file_access,normal,,
EVT-024686,2026-05-01T16:51:26Z,login,normal,,
EVT-024687,2026-05-01T16:51:27Z,read_sensor,normal,69,
EVT-024688,2026-05-01T16:51:28Z,login,normal,,
EVT-024689,2026-05-01T16:51:29Z,read_sensor,normal,54,
EVT-024690,2026-05-01T16:51:30Z,file_access,normal,,
EVT-024691,2026-05-01T16:51:31Z,file_access,normal,,
EVT-024692,2026-05-01T16:51:32Z,http_request,normal,,
EVT-024693,2026-05-01T16:51:33Z,http_request,normal,,
EVT-024694,2026-05-01T16:51:34Z,http_request,normal,,
EVT-024695,2026-05-01T16:51:35Z,read_sensor,normal,76,
EVT-024696,2026-05-01T16:51:36Z,read_sensor,normal,91,
EVT-024697,2026-05-01T16:51:37Z,http_request,normal,,
EVT-024698,2026-05-01T16:51:38Z,file_access,normal,,
EVT-024699,2026-05-01T16:51:39Z,login,normal,,
EVT-024700,2026-05-01T16:51:40Z,modbus_write,normal,59,
EVT-024701,2026-05-01T16:51:41Z,login,normal,,
EVT-024702,2026-05-01T16:51:42Z,read_sensor,normal,86,
EVT-024703,2026-05-01T16:51:43Z,login,normal,,
EVT-024704,2026-05-01T16:51:44Z,http_request,normal,,
EVT-024705,2026-05-01T16:51:45Z,modbus_write,normal,85,
EVT-024706,2026-05-01T16:51:46Z,login,normal,,
EVT-024707,2026-05-01T16:51:47Z,read_sensor,normal,56,
EVT-024708,2026-05-01T16:51:48Z,modbus_write,normal,117,
EVT-024709,2026-05-01T16:51:49Z,modbus_write,normal,46,
EVT-024710,2026-05-01T16:51:50Z,read_sensor,normal,74,
EVT-024711,2026-05-01T16:51:51Z,modbus_write,normal,61,
EVT-024712,2026-05-01T16:51:52Z,read_sensor,normal,74,
EVT-024713,2026-05-01T16:51:53Z,modbus_write,normal,72,
EVT-024714,2026-05-01T16:51:54Z,http_request,normal,,
EVT-024715,2026-05-01T16:51:55Z,read_sensor,normal,119,
EVT-024716,2026-05-01T16:51:56Z,file_access,normal,,
EVT-024717,2026-05-01T16:51:57Z,file_access,normal,,
EVT-024718,2026-05-01T16:51:58Z,http_request,normal,,
EVT-024719,2026-05-01T16:51:59Z,login,normal,,
EVT-024720,2026-05-01T16:52:00Z,login,normal,,
EVT-024721,2026-05-01T16:52:01Z,read_sensor,normal,64,
EVT-024722,2026-05-01T16:52:02Z,file_access,normal,,
EVT-024723,2026-05-01T16:52:03Z,login,normal,,
EVT-024724,2026-05-01T16:52:04Z,http_request,normal,,
EVT-024725,2026-05-01T16:52:05Z,read_sensor,normal,70,
EVT-024726,2026-05-01T16:52:06Z,file_access,normal,,
EVT-024727,2026-05-01T16:52:07Z,file_access,normal,,
EVT-024728,2026-05-01T16:52:08Z,modbus_write,normal,92,
EVT-024729,2026-05-01T16:52:09Z,read_sensor,normal,54,
EVT-024730,2026-05-01T16:52:10Z,http_request,normal,,
EVT-024731,2026-05-01T16:52:11Z,http_request,normal,,
EVT-024732,2026-05-01T16:52:12Z,read_sensor,normal,97,
EVT-024733,2026-05-01T16:52:13Z,read_sensor,normal,54,
EVT-024734,2026-05-01T16:52:14Z,login,normal,,
EVT-024735,2026-05-01T16:52:15Z,read_sensor,normal,103,
EVT-024736,2026-05-01T16:52:16Z,file_access,normal,,
EVT-024737,2026-05-01T16:52:17Z,read_sensor,normal,116,
EVT-024738,2026-05-01T16:52:18Z,modbus_write,normal,102,
EVT-024739,2026-05-01T16:52:19Z,read_sensor,normal,99,
EVT-024740,2026-05-01T16:52:20Z,read_sensor,normal,68,
EVT-024741,2026-05-01T16:52:21Z,read_sensor,normal,83,
EVT-024742,2026-05-01T16:52:22Z,modbus_write,normal,115,
EVT-024743,2026-05-01T16:52:23Z,http_request,normal,,
EVT-024744,2026-05-01T16:52:24Z,login,normal,,
EVT-024745,2026-05-01T16:52:25Z,modbus_write,normal,62,
EVT-024746,2026-05-01T16:52:26Z,modbus_write,normal,102,
EVT-024747,2026-05-01T16:52:27Z,file_access,normal,,
EVT-024748,2026-05-01T16:52:28Z,modbus_write,normal,76,
EVT-024749,2026-05-01T16:52:29Z,read_sensor,normal,90,
EVT-024750,2026-05-01T16:52:30Z,login,normal,,
EVT-024751,2026-05-01T16:52:31Z,file_access,normal,,
EVT-024752,2026-05-01T16:52:32Z,login,normal,,
EVT-024753,2026-05-01T16:52:33Z,login,normal,,
EVT-024754,2026-05-01T16:52:34Z,login,normal,,
EVT-024755,2026-05-01T16:52:35Z,http_request,normal,,
EVT-024756,2026-05-01T16:52:36Z,http_request,normal,,
EVT-024757,2026-05-01T16:52:37Z,file_access,normal,,
EVT-024758,2026-05-01T16:52:38Z,file_access,normal,,
EVT-024759,2026-05-01T16:52:39Z,file_access,normal,,
EVT-024760,2026-05-01T16:52:40Z,modbus_write,normal,105,
EVT-024761,2026-05-01T16:52:41Z,file_access,normal,,
EVT-024762,2026-05-01T16:52:42Z,file_access,normal,,
EVT-024763,2026-05-01T16:52:43Z,read_sensor,normal,65,
EVT-024764,2026-05-01T16:52:44Z,modbus_write,normal,47,
EVT-024765,2026-05-01T16:52:45Z,read_sensor,normal,42,
EVT-024766,2026-05-01T16:52:46Z,http_request,normal,,
EVT-024767,2026-05-01T16:52:47Z,file_access,normal,,
EVT-024768,2026-05-01T16:52:48Z,file_access,normal,,
EVT-024769,2026-05-01T16:52:49Z,login,normal,,
EVT-024770,2026-05-01T16:52:50Z,read_sensor,normal,100,
EVT-024771,2026-05-01T16:52:51Z,login,normal,,
EVT-024772,2026-05-01T16:52:52Z,modbus_write,normal,59,
EVT-024773,2026-05-01T16:52:53Z,read_sensor,normal,61,
EVT-024774,2026-05-01T16:52:54Z,modbus_write,normal,70,
EVT-024775,2026-05-01T16:52:55Z,file_access,normal,,
EVT-024776,2026-05-01T16:52:56Z,http_request,normal,,
EVT-024777,2026-05-01T16:52:57Z,http_request,normal,,
EVT-024778,2026-05-01T16:52:58Z,read_sensor,normal,66,
EVT-024779,2026-05-01T16:52:59Z,login,normal,,
EVT-024780,2026-05-01T16:53:00Z,login,normal,,
EVT-024781,2026-05-01T16:53:01Z,login,normal,,
EVT-024782,2026-05-01T16:53:02Z,modbus_write,normal,80,
EVT-024783,2026-05-01T16:53:03Z,login,normal,,
EVT-024784,2026-05-01T16:53:04Z,modbus_write,normal,51,
EVT-024785,2026-05-01T16:53:05Z,read_sensor,normal,86,
EVT-024786,2026-05-01T16:53:06Z,login,normal,,
EVT-024787,2026-05-01T16:53:07Z,modbus_write,normal,41,
EVT-024788,2026-05-01T16:53:08Z,file_access,normal,,
EVT-024789,2026-05-01T16:53:09Z,login,normal,,
EVT-024790,2026-05-01T16:53:10Z,file_access,normal,,
EVT-024791,2026-05-01T16:53:11Z,read_sensor,normal,59,
EVT-024792,2026-05-01T16:53:12Z,modbus_write,normal,89,
EVT-024793,2026-05-01T16:53:13Z,read_sensor,normal,107,
EVT-024794,2026-05-01T16:53:14Z,login,normal,,
EVT-024795,2026-05-01T16:53:15Z,read_sensor,normal,89,
EVT-024796,2026-05-01T16:53:16Z,modbus_write,normal,83,
EVT-024797,2026-05-01T16:53:17Z,read_sensor,normal,117,
EVT-024798,2026-05-01T16:53:18Z,file_access,normal,,
EVT-024799,2026-05-01T16:53:19Z,read_sensor,normal,68,
EVT-024800,2026-05-01T16:53:20Z,login,normal,,
EVT-024801,2026-05-01T16:53:21Z,modbus_write,normal,81,
EVT-024802,2026-05-01T16:53:22Z,login,normal,,
EVT-024803,2026-05-01T16:53:23Z,file_access,normal,,
EVT-024804,2026-05-01T16:53:24Z,login,normal,,
EVT-024805,2026-05-01T16:53:25Z,http_request,normal,,
EVT-024806,2026-05-01T16:53:26Z,modbus_write,normal,44,
EVT-024807,2026-05-01T16:53:27Z,file_access,normal,,
EVT-024808,2026-05-01T16:53:28Z,login,normal,,
EVT-024809,2026-05-01T16:53:29Z,login,normal,,
EVT-024810,2026-05-01T16:53:30Z,http_request,normal,,
EVT-024811,2026-05-01T16:53:31Z,login,normal,,
EVT-024812,2026-05-01T16:53:32Z,http_request,normal,,
EVT-024813,2026-05-01T16:53:33Z,file_access,normal,,
EVT-024814,2026-05-01T16:53:34Z,modbus_write,normal,100,
EVT-024815,2026-05-01T16:53:35Z,http_request,normal,,
EVT-024816,2026-05-01T16:53:36Z,file_access,normal,,
EVT-024817,2026-05-01T16:53:37Z,login,normal,,
EVT-024818,2026-05-01T16:53:38Z,http_request,normal,,
EVT-024819,2026-05-01T16:53:39Z,modbus_write,normal,80,
EVT-024820,2026-05-01T16:53:40Z,file_access,normal,,
EVT-024821,2026-05-01T16:53:41Z,read_sensor,normal,118,
EVT-024822,2026-05-01T16:53:42Z,http_request,normal,,
EVT-024823,2026-05-01T16:53:43Z,login,normal,,
EVT-024824,2026-05-01T16:53:44Z,modbus_write,normal,90,
EVT-024825,2026-05-01T16:53:45Z,login,normal,,
EVT-024826,2026-05-01T16:53:46Z,http_request,normal,,
EVT-024827,2026-05-01T16:53:47Z,http_request,normal,,
EVT-024828,2026-05-01T16:53:48Z,http_request,normal,,
EVT-024829,2026-05-01T16:53:49Z,file_access,normal,,
EVT-024830,2026-05-01T16:53:50Z,login,normal,,
EVT-024831,2026-05-01T16:53:51Z,read_sensor,normal,92,
EVT-024832,2026-05-01T16:53:52Z,modbus_write,normal,72,
EVT-024833,2026-05-01T16:53:53Z,read_sensor,normal,118,
EVT-024834,2026-05-01T16:53:54Z,read_sensor,normal,49,
EVT-024835,2026-05-01T16:53:55Z,login,normal,,
EVT-024836,2026-05-01T16:53:56Z,read_sensor,normal,54,
EVT-024837,2026-05-01T16:53:57Z,file_access,normal,,
EVT-024838,2026-05-01T16:53:58Z,read_sensor,normal,77,
EVT-024839,2026-05-01T16:53:59Z,modbus_write,normal,113,
EVT-024840,2026-05-01T16:54:00Z,login,normal,,
EVT-024841,2026-05-01T16:54:01Z,modbus_write,normal,86,
EVT-024842,2026-05-01T16:54:02Z,http_request,normal,,
EVT-024843,2026-05-01T16:54:03Z,read_sensor,normal,118,
EVT-024844,2026-05-01T16:54:04Z,file_access,normal,,
EVT-024845,2026-05-01T16:54:05Z,modbus_write,normal,61,
EVT-024846,2026-05-01T16:54:06Z,file_access,normal,,
EVT-024847,2026-05-01T16:54:07Z,login,normal,,
EVT-024848,2026-05-01T16:54:08Z,read_sensor,normal,52,
EVT-024849,2026-05-01T16:54:09Z,modbus_write,normal,111,
EVT-024850,2026-05-01T16:54:10Z,read_sensor,normal,65,
EVT-024851,2026-05-01T16:54:11Z,modbus_write,normal,75,
EVT-024852,2026-05-01T16:54:12Z,read_sensor,normal,97,
EVT-024853,2026-05-01T16:54:13Z,file_access,normal,,
EVT-024854,2026-05-01T16:54:14Z,read_sensor,normal,77,
EVT-024855,2026-05-01T16:54:15Z,modbus_write,normal,41,
EVT-024856,2026-05-01T16:54:16Z,http_request,normal,,
EVT-024857,2026-05-01T16:54:17Z,file_access,normal,,
EVT-024858,2026-05-01T16:54:18Z,read_sensor,normal,89,
EVT-024859,2026-05-01T16:54:19Z,http_request,normal,,
EVT-024860,2026-05-01T16:54:20Z,http_request,normal,,
EVT-024861,2026-05-01T16:54:21Z,login,normal,,
EVT-024862,2026-05-01T16:54:22Z,file_access,normal,,
EVT-024863,2026-05-01T16:54:23Z,http_request,normal,,
EVT-024864,2026-05-01T16:54:24Z,http_request,normal,,
EVT-024865,2026-05-01T16:54:25Z,file_access,normal,,
EVT-024866,2026-05-01T16:54:26Z,read_sensor,normal,76,
EVT-024867,2026-05-01T16:54:27Z,login,normal,,
EVT-024868,2026-05-01T16:54:28Z,read_sensor,normal,76,
EVT-024869,2026-05-01T16:54:29Z,file_access,normal,,
EVT-024870,2026-05-01T16:54:30Z,modbus_write,normal,67,
EVT-024871,2026-05-01T16:54:31Z,login,normal,,
EVT-024872,2026-05-01T16:54:32Z,file_access,normal,,
EVT-024873,2026-05-01T16:54:33Z,read_sensor,normal,106,
EVT-024874,2026-05-01T16:54:34Z,read_sensor,normal,71,
EVT-024875,2026-05-01T16:54:35Z,login,normal,,
EVT-024876,2026-05-01T16:54:36Z,file_access,normal,,
EVT-024877,2026-05-01T16:54:37Z,file_access,normal,,
EVT-024878,2026-05-01T16:54:38Z,login,normal,,
EVT-024879,2026-05-01T16:54:39Z,file_access,normal,,
EVT-024880,2026-05-01T16:54:40Z,http_request,normal,,
EVT-024881,2026-05-01T16:54:41Z,modbus_write,normal,115,
EVT-024882,2026-05-01T16:54:42Z,login,normal,,
EVT-024883,2026-05-01T16:54:43Z,modbus_write,normal,118,
EVT-024884,2026-05-01T16:54:44Z,login,normal,,
EVT-024885,2026-05-01T16:54:45Z,file_access,normal,,
EVT-024886,2026-05-01T16:54:46Z,modbus_write,normal,106,
EVT-024887,2026-05-01T16:54:47Z,read_sensor,normal,49,
EVT-024888,2026-05-01T16:54:48Z,file_access,normal,,
EVT-024889,2026-05-01T16:54:49Z,http_request,normal,,
EVT-024890,2026-05-01T16:54:50Z,login,normal,,
EVT-024891,2026-05-01T16:54:51Z,http_request,normal,,
EVT-024892,2026-05-01T16:54:52Z,modbus_write,normal,116,
EVT-024893,2026-05-01T16:54:53Z,modbus_write,normal,53,
EVT-024894,2026-05-01T16:54:54Z,login,normal,,
EVT-024895,2026-05-01T16:54:55Z,modbus_write,normal,63,
EVT-024896,2026-05-01T16:54:56Z,file_access,normal,,
EVT-024897,2026-05-01T16:54:57Z,login,normal,,
EVT-024898,2026-05-01T16:54:58Z,read_sensor,normal,116,
EVT-024899,2026-05-01T16:54:59Z,http_request,normal,,
EVT-024900,2026-05-01T16:55:00Z,login,normal,,
EVT-024901,2026-05-01T16:55:01Z,http_request,normal,,
EVT-024902,2026-05-01T16:55:02Z,modbus_write,normal,69,
EVT-024903,2026-05-01T16:55:03Z,http_request,normal,,
EVT-024904,2026-05-01T16:55:04Z,file_access,normal,,
EVT-024905,2026-05-01T16:55:05Z,modbus_write,normal,115,
EVT-024906,2026-05-01T16:55:06Z,read_sensor,normal,95,
EVT-024907,2026-05-01T16:55:07Z,login,normal,,
EVT-024908,2026-05-01T16:55:08Z,modbus_write,normal,116,
EVT-024909,2026-05-01T16:55:09Z,modbus_write,normal,100,
EVT-024910,2026-05-01T16:55:10Z,modbus_write,normal,99,
EVT-024911,2026-05-01T16:55:11Z,file_access,normal,,
EVT-024912,2026-05-01T16:55:12Z,modbus_write,normal,113,
EVT-024913,2026-05-01T16:55:13Z,modbus_write,normal,94,
EVT-024914,2026-05-01T16:55:14Z,http_request,normal,,
EVT-024915,2026-05-01T16:55:15Z,read_sensor,normal,63,
EVT-024916,2026-05-01T16:55:16Z,modbus_write,normal,66,
EVT-024917,2026-05-01T16:55:17Z,file_access,normal,,
EVT-024918,2026-05-01T16:55:18Z,http_request,normal,,
EVT-024919,2026-05-01T16:55:19Z,read_sensor,normal,77,
EVT-024920,2026-05-01T16:55:20Z,http_request,normal,,
EVT-024921,2026-05-01T16:55:21Z,login,normal,,
EVT-024922,2026-05-01T16:55:22Z,read_sensor,normal,76,
EVT-024923,2026-05-01T16:55:23Z,http_request,normal,,
EVT-024924,2026-05-01T16:55:24Z,file_access,normal,,
EVT-024925,2026-05-01T16:55:25Z,http_request,normal,,
EVT-024926,2026-05-01T16:55:26Z,modbus_write,normal,64,
EVT-024927,2026-05-01T16:55:27Z,modbus_write,normal,46,
EVT-024928,2026-05-01T16:55:28Z,login,normal,,
EVT-024929,2026-05-01T16:55:29Z,file_access,normal,,
EVT-024930,2026-05-01T16:55:30Z,file_access,normal,,
EVT-024931,2026-05-01T16:55:31Z,modbus_write,normal,77,
EVT-024932,2026-05-01T16:55:32Z,http_request,normal,,
EVT-024933,2026-05-01T16:55:33Z,http_request,normal,,
EVT-024934,2026-05-01T16:55:34Z,http_request,normal,,
EVT-024935,2026-05-01T16:55:35Z,read_sensor,normal,56,
EVT-024936,2026-05-01T16:55:36Z,modbus_write,normal,77,
EVT-024937,2026-05-01T16:55:37Z,modbus_write,normal,92,
EVT-024938,2026-05-01T16:55:38Z,modbus_write,normal,62,
EVT-024939,2026-05-01T16:55:39Z,http_request,normal,,
EVT-024940,2026-05-01T16:55:40Z,http_request,normal,,
EVT-024941,2026-05-01T16:55:41Z,http_request,normal,,
EVT-024942,2026-05-01T16:55:42Z,http_request,normal,,
EVT-024943,2026-05-01T16:55:43Z,read_sensor,normal,61,
EVT-024944,2026-05-01T16:55:44Z,modbus_write,normal,66,
EVT-024945,2026-05-01T16:55:45Z,read_sensor,normal,68,
EVT-024946,2026-05-01T16:55:46Z,login,normal,,
EVT-024947,2026-05-01T16:55:47Z,file_access,normal,,
EVT-024948,2026-05-01T16:55:48Z,read_sensor,normal,118,
EVT-024949,2026-05-01T16:55:49Z,read_sensor,normal,106,
EVT-024950,2026-05-01T16:55:50Z,modbus_write,normal,48,
EVT-024951,2026-05-01T16:55:51Z,login,normal,,
EVT-024952,2026-05-01T16:55:52Z,modbus_write,normal,99,
EVT-024953,2026-05-01T16:55:53Z,login,normal,,
EVT-024954,2026-05-01T16:55:54Z,http_request,normal,,
EVT-024955,2026-05-01T16:55:55Z,read_sensor,normal,50,
EVT-024956,2026-05-01T16:55:56Z,file_access,normal,,
EVT-024957,2026-05-01T16:55:57Z,http_request,normal,,
EVT-024958,2026-05-01T16:55:58Z,http_request,normal,,
EVT-024959,2026-05-01T16:55:59Z,http_request,normal,,
EVT-024960,2026-05-01T16:56:00Z,modbus_write,normal,97,
EVT-024961,2026-05-01T16:56:01Z,http_request,normal,,
EVT-024962,2026-05-01T16:56:02Z,file_access,normal,,
EVT-024963,2026-05-01T16:56:03Z,login,normal,,
EVT-024964,2026-05-01T16:56:04Z,http_request,normal,,
EVT-024965,2026-05-01T16:56:05Z,read_sensor,normal,58,
EVT-024966,2026-05-01T16:56:06Z,login,normal,,
EVT-024967,2026-05-01T16:56:07Z,read_sensor,normal,41,
EVT-024968,2026-05-01T16:56:08Z,http_request,normal,,
EVT-024969,2026-05-01T16:56:09Z,file_access,normal,,
EVT-024970,2026-05-01T16:56:10Z,http_request,normal,,
EVT-024971,2026-05-01T16:56:11Z,http_request,normal,,
EVT-024972,2026-05-01T16:56:12Z,file_access,normal,,
EVT-024973,2026-05-01T16:56:13Z,modbus_write,normal,83,
EVT-024974,2026-05-01T16:56:14Z,file_access,normal,,
EVT-024975,2026-05-01T16:56:15Z,login,normal,,
EVT-024976,2026-05-01T16:56:16Z,read_sensor,normal,48,
EVT-024977,2026-05-01T16:56:17Z,login,normal,,
EVT-024978,2026-05-01T16:56:18Z,login,normal,,
EVT-024979,2026-05-01T16:56:19Z,http_request,normal,,
EVT-024980,2026-05-01T16:56:20Z,modbus_write,normal,118,
EVT-024981,2026-05-01T16:56:21Z,file_access,normal,,
EVT-024982,2026-05-01T16:56:22Z,http_request,normal,,
EVT-024983,2026-05-01T16:56:23Z,login,normal,,
EVT-024984,2026-05-01T16:56:24Z,http_request,normal,,
EVT-024985,2026-05-01T16:56:25Z,modbus_write,normal,52,
EVT-024986,2026-05-01T16:56:26Z,login,normal,,
EVT-024987,2026-05-01T16:56:27Z,login,normal,,
EVT-024988,2026-05-01T16:56:28Z,http_request,normal,,
EVT-024989,2026-05-01T16:56:29Z,file_access,normal,,
EVT-024990,2026-05-01T16:56:30Z,read_sensor,normal,41,
EVT-024991,2026-05-01T16:56:31Z,login,normal,,
EVT-024992,2026-05-01T16:56:32Z,login,normal,,
EVT-024993,2026-05-01T16:56:33Z,read_sensor,normal,117,
EVT-024994,2026-05-01T16:56:34Z,modbus_write,normal,65,
EVT-024995,2026-05-01T16:56:35Z,file_access,normal,,
EVT-024996,2026-05-01T16:56:36Z,file_access,normal,,
EVT-024997,2026-05-01T16:56:37Z,read_sensor,normal,89,
EVT-024998,2026-05-01T16:56:38Z,http_request,normal,,
EVT-024999,2026-05-01T16:56:39Z,file_access,normal,,
EVT-025000,2026-05-01T16:56:40Z,read_sensor,normal,57,
EVT-025001,2026-05-01T16:56:41Z,login,normal,,
EVT-025002,2026-05-01T16:56:42Z,login,normal,,
EVT-025003,2026-05-01T16:56:43Z,login,normal,,
EVT-025004,2026-05-01T16:56:44Z,read_sensor,normal,108,
EVT-025005,2026-05-01T16:56:45Z,read_sensor,normal,113,
EVT-025006,2026-05-01T16:56:46Z,http_request,normal,,
EVT-025007,2026-05-01T16:56:47Z,read_sensor,normal,45,
EVT-025008,2026-05-01T16:56:48Z,modbus_write,normal,61,
EVT-025009,2026-05-01T16:56:49Z,file_access,normal,,
EVT-025010,2026-05-01T16:56:50Z,login,normal,,
EVT-025011,2026-05-01T16:56:51Z,file_access,normal,,
EVT-025012,2026-05-01T16:56:52Z,login,normal,,
EVT-025013,2026-05-01T16:56:53Z,read_sensor,normal,79,
EVT-025014,2026-05-01T16:56:54Z,modbus_write,normal,54,
EVT-025015,2026-05-01T16:56:55Z,http_request,normal,,
EVT-025016,2026-05-01T16:56:56Z,http_request,normal,,
EVT-025017,2026-05-01T16:56:57Z,login,normal,,
EVT-025018,2026-05-01T16:56:58Z,http_request,normal,,
EVT-025019,2026-05-01T16:56:59Z,read_sensor,normal,68,
EVT-025020,2026-05-01T16:57:00Z,file_access,normal,,
EVT-025021,2026-05-01T16:57:01Z,http_request,normal,,
EVT-025022,2026-05-01T16:57:02Z,login,normal,,
EVT-025023,2026-05-01T16:57:03Z,modbus_write,normal,51,
EVT-025024,2026-05-01T16:57:04Z,read_sensor,normal,58,
EVT-025025,2026-05-01T16:57:05Z,read_sensor,normal,92,
EVT-025026,2026-05-01T16:57:06Z,modbus_write,normal,105,
EVT-025027,2026-05-01T16:57:07Z,http_request,normal,,
EVT-025028,2026-05-01T16:57:08Z,file_access,normal,,
EVT-025029,2026-05-01T16:57:09Z,http_request,normal,,
EVT-025030,2026-05-01T16:57:10Z,read_sensor,normal,96,
EVT-025031,2026-05-01T16:57:11Z,http_request,normal,,
EVT-025032,2026-05-01T16:57:12Z,modbus_write,normal,86,
EVT-025033,2026-05-01T16:57:13Z,http_request,normal,,
EVT-025034,2026-05-01T16:57:14Z,modbus_write,normal,91,
EVT-025035,2026-05-01T16:57:15Z,file_access,normal,,
EVT-025036,2026-05-01T16:57:16Z,read_sensor,normal,70,
EVT-025037,2026-05-01T16:57:17Z,modbus_write,normal,40,
EVT-025038,2026-05-01T16:57:18Z,modbus_write,normal,60,
EVT-025039,2026-05-01T16:57:19Z,login,normal,,
EVT-025040,2026-05-01T16:57:20Z,login,normal,,
EVT-025041,2026-05-01T16:57:21Z,login,normal,,
EVT-025042,2026-05-01T16:57:22Z,file_access,normal,,
EVT-025043,2026-05-01T16:57:23Z,file_access,normal,,
EVT-025044,2026-05-01T16:57:24Z,modbus_write,normal,89,
EVT-025045,2026-05-01T16:57:25Z,read_sensor,normal,46,
EVT-025046,2026-05-01T16:57:26Z,modbus_write,normal,60,
EVT-025047,2026-05-01T16:57:27Z,modbus_write,normal,82,
EVT-025048,2026-05-01T16:57:28Z,modbus_write,normal,95,
EVT-025049,2026-05-01T16:57:29Z,login,normal,,
EVT-025050,2026-05-01T16:57:30Z,login,normal,,
EVT-025051,2026-05-01T16:57:31Z,read_sensor,normal,82,
EVT-025052,2026-05-01T16:57:32Z,read_sensor,normal,118,
EVT-025053,2026-05-01T16:57:33Z,http_request,normal,,
EVT-025054,2026-05-01T16:57:34Z,read_sensor,normal,60,
EVT-025055,2026-05-01T16:57:35Z,login,normal,,
EVT-025056,2026-05-01T16:57:36Z,login,normal,,
EVT-025057,2026-05-01T16:57:37Z,file_access,normal,,
EVT-025058,2026-05-01T16:57:38Z,read_sensor,normal,73,
EVT-025059,2026-05-01T16:57:39Z,read_sensor,normal,100,
EVT-025060,2026-05-01T16:57:40Z,http_request,normal,,
EVT-025061,2026-05-01T16:57:41Z,read_sensor,normal,80,
EVT-025062,2026-05-01T16:57:42Z,modbus_write,normal,81,
EVT-025063,2026-05-01T16:57:43Z,read_sensor,normal,59,
EVT-025064,2026-05-01T16:57:44Z,http_request,normal,,
EVT-025065,2026-05-01T16:57:45Z,login,normal,,
EVT-025066,2026-05-01T16:57:46Z,login,normal,,
