source,target,type,weight,description
IT-05875,IT-05802,DEPENDS_ON,0.8,L'actif IT-05875 dépend de IT-05802.
IT-06881,IT-05204,DEPENDS_ON,0.5,L'actif IT-06881 dépend de IT-05204.
IT-00831,IT-03570,DEPENDS_ON,1.0,L'actif IT-00831 dépend de IT-03570.
IT-04683,IT-02325,DEPENDS_ON,0.5,L'actif IT-04683 dépend de IT-02325.
IT-00168,IT-09324,DEPENDS_ON,1.0,L'actif IT-00168 dépend de IT-09324.
IT-06315,IT-05688,DEPENDS_ON,0.5,L'actif IT-06315 dépend de IT-05688.
IT-03000,IT-02649,DEPENDS_ON,0.5,L'actif IT-03000 dépend de IT-02649.
IT-01868,IT-02705,DEPENDS_ON,0.8,L'actif IT-01868 dépend de IT-02705.
IT-05906,IT-01994,DEPENDS_ON,0.5,L'actif IT-05906 dépend de IT-01994.
IT-06163,IT-06883,DEPENDS_ON,0.8,L'actif IT-06163 dépend de IT-06883.
IT-00560,IT-02519,DEPENDS_ON,0.8,L'actif IT-00560 dépend de IT-02519.
IT-07719,IT-00940,DEPENDS_ON,1.0,L'actif IT-07719 dépend de IT-00940.
IT-03810,IT-00346,DEPENDS_ON,0.5,L'actif IT-03810 dépend de IT-00346.
IT-05061,IT-03571,DEPENDS_ON,0.8,L'actif IT-05061 dépend de IT-03571.
IT-03676,IT-03310,DEPENDS_ON,1.0,L'actif IT-03676 dépend de IT-03310.
IT-04040,IT-05456,DEPENDS_ON,1.0,L'actif IT-04040 dépend de IT-05456.
IT-06854,IT-00731,DEPENDS_ON,0.8,L'actif IT-06854 dépend de IT-00731.
IT-02526,IT-03010,DEPENDS_ON,0.5,L'actif IT-02526 dépend de IT-03010.
IT-08838,IT-01239,DEPENDS_ON,0.5,L'actif IT-08838 dépend de IT-01239.
IT-02794,IT-04771,DEPENDS_ON,1.0,L'actif IT-02794 dépend de IT-04771.
IT-06367,IT-07564,DEPENDS_ON,0.5,L'actif IT-06367 dépend de IT-07564.
IT-00314,IT-05021,DEPENDS_ON,0.8,L'actif IT-00314 dépend de IT-05021.
IT-04396,IT-00227,DEPENDS_ON,0.5,L'actif IT-04396 dépend de IT-00227.
IT-07368,IT-09213,DEPENDS_ON,0.8,L'actif IT-07368 dépend de IT-09213.
IT-01464,IT-04831,DEPENDS_ON,0.8,L'actif IT-01464 dépend de IT-04831.
IT-09036,IT-05438,DEPENDS_ON,0.5,L'actif IT-09036 dépend de IT-05438.
IT-03520,IT-00877,DEPENDS_ON,0.8,L'actif IT-03520 dépend de IT-00877.
IT-01515,IT-08620,DEPENDS_ON,1.0,L'actif IT-01515 dépend de IT-08620.
IT-05602,IT-00065,DEPENDS_ON,0.8,L'actif IT-05602 dépend de IT-00065.
IT-04518,IT-07524,DEPENDS_ON,0.5,L'actif IT-04518 dépend de IT-07524.
IT-03161,IT-04424,DEPENDS_ON,0.8,L'actif IT-03161 dépend de IT-04424.
IT-03579,IT-02814,DEPENDS_ON,0.8,L'actif IT-03579 dépend de IT-02814.
IT-07819,IT-08632,DEPENDS_ON,0.5,L'actif IT-07819 dépend de IT-08632.
IT-02706,IT-07498,DEPENDS_ON,0.8,L'actif IT-02706 dépend de IT-07498.
IT-03051,IT-03328,DEPENDS_ON,0.5,L'actif IT-03051 dépend de IT-03328.
IT-03065,IT-09367,DEPENDS_ON,1.0,L'actif IT-03065 dépend de IT-09367.
IT-04495,IT-05078,DEPENDS_ON,0.5,L'actif IT-04495 dépend de IT-05078.
IT-03613,IT-01538,DEPENDS_ON,0.5,L'actif IT-03613 dépend de IT-01538.
IT-04976,IT-02500,DEPENDS_ON,1.0,L'actif IT-04976 dépend de IT-02500.
IT-06342,IT-08729,DEPENDS_ON,0.8,L'actif IT-06342 dépend de IT-08729.
IT-00232,IT-04340,DEPENDS_ON,0.5,L'actif IT-00232 dépend de IT-04340.
IT-03823,IT-08100,DEPENDS_ON,0.5,L'actif IT-03823 dépend de IT-08100.
IT-07393,IT-09546,DEPENDS_ON,0.8,L'actif IT-07393 dépend de IT-09546.
IT-00779,IT-01034,DEPENDS_ON,0.8,L'actif IT-00779 dépend de IT-01034.
IT-06501,IT-00961,DEPENDS_ON,1.0,L'actif IT-06501 dépend de IT-00961.
IT-00424,IT-00641,DEPENDS_ON,0.8,L'actif IT-00424 dépend de IT-00641.
IT-09820,IT-01032,DEPENDS_ON,0.8,L'actif IT-09820 dépend de IT-01032.
IT-08129,IT-02594,DEPENDS_ON,1.0,L'actif IT-08129 dépend de IT-02594.
IT-01221,IT-07022,DEPENDS_ON,0.5,L'actif IT-01221 dépend de IT-07022.
IT-01280,IT-08026,DEPENDS_ON,0.8,L'actif IT-01280 dépend de IT-08026.
IT-06786,IT-02723,DEPENDS_ON,0.8,L'actif IT-06786 dépend de IT-02723.
IT-07222,IT-08701,DEPENDS_ON,1.0,L'actif IT-07222 dépend de IT-08701.
IT-05440,IT-06577,DEPENDS_ON,1.0,L'actif IT-05440 dépend de IT-06577.
IT-07504,IT-07496,DEPENDS_ON,1.0,L'actif IT-07504 dépend de IT-07496.
IT-07569,IT-01302,DEPENDS_ON,0.8,L'actif IT-07569 dépend de IT-01302.
IT-08675,IT-09587,DEPENDS_ON,0.8,L'actif IT-08675 dépend de IT-09587.
IT-01850,IT-04028,DEPENDS_ON,1.0,L'actif IT-01850 dépend de IT-04028.
IT-08416,IT-08671,DEPENDS_ON,1.0,L'actif IT-08416 dépend de IT-08671.
IT-04303,IT-02295,DEPENDS_ON,0.8,L'actif IT-04303 dépend de IT-02295.
IT-08373,IT-05691,DEPENDS_ON,0.5,L'actif IT-08373 dépend de IT-05691.
IT-00111,IT-05866,DEPENDS_ON,1.0,L'actif IT-00111 dépend de IT-05866.
IT-07567,IT-07288,DEPENDS_ON,1.0,L'actif IT-07567 dépend de IT-07288.
IT-01212,IT-08598,DEPENDS_ON,1.0,L'actif IT-01212 dépend de IT-08598.
IT-00344,IT-00759,DEPENDS_ON,1.0,L'actif IT-00344 dépend de IT-00759.
IT-06080,IT-00994,DEPENDS_ON,0.8,L'actif IT-06080 dépend de IT-00994.
IT-07512,IT-08711,DEPENDS_ON,1.0,L'actif IT-07512 dépend de IT-08711.
IT-02996,IT-07395,DEPENDS_ON,0.8,L'actif IT-02996 dépend de IT-07395.
IT-03786,IT-06378,DEPENDS_ON,0.5,L'actif IT-03786 dépend de IT-06378.
IT-06571,IT-04637,DEPENDS_ON,1.0,L'actif IT-06571 dépend de IT-04637.
IT-04901,IT-08470,DEPENDS_ON,1.0,L'actif IT-04901 dépend de IT-08470.
IT-04832,IT-01412,DEPENDS_ON,0.5,L'actif IT-04832 dépend de IT-01412.
IT-06809,IT-03962,DEPENDS_ON,1.0,L'actif IT-06809 dépend de IT-03962.
IT-08519,IT-02339,DEPENDS_ON,1.0,L'actif IT-08519 dépend de IT-02339.
IT-06742,IT-03741,DEPENDS_ON,1.0,L'actif IT-06742 dépend de IT-03741.
IT-00755,IT-06960,DEPENDS_ON,0.8,L'actif IT-00755 dépend de IT-06960.
IT-07840,IT-00872,DEPENDS_ON,0.8,L'actif IT-07840 dépend de IT-00872.
IT-05420,IT-04872,DEPENDS_ON,0.8,L'actif IT-05420 dépend de IT-04872.
IT-02514,IT-03427,DEPENDS_ON,0.8,L'actif IT-02514 dépend de IT-03427.
IT-00961,IT-05359,DEPENDS_ON,0.5,L'actif IT-00961 dépend de IT-05359.
IT-08952,IT-06424,DEPENDS_ON,0.8,L'actif IT-08952 dépend de IT-06424.
IT-08909,IT-02202,DEPENDS_ON,1.0,L'actif IT-08909 dépend de IT-02202.
IT-06078,IT-09120,DEPENDS_ON,0.8,L'actif IT-06078 dépend de IT-09120.
IT-06158,IT-04182,DEPENDS_ON,0.8,L'actif IT-06158 dépend de IT-04182.
IT-03712,IT-02793,DEPENDS_ON,1.0,L'actif IT-03712 dépend de IT-02793.
IT-01405,IT-04960,DEPENDS_ON,0.5,L'actif IT-01405 dépend de IT-04960.
IT-04379,IT-08662,DEPENDS_ON,1.0,L'actif IT-04379 dépend de IT-08662.
IT-00314,IT-06139,DEPENDS_ON,1.0,L'actif IT-00314 dépend de IT-06139.
IT-00197,IT-05235,DEPENDS_ON,0.8,L'actif IT-00197 dépend de IT-05235.
IT-07009,IT-02213,DEPENDS_ON,0.8,L'actif IT-07009 dépend de IT-02213.
IT-04410,IT-07062,DEPENDS_ON,0.5,L'actif IT-04410 dépend de IT-07062.
IT-01689,IT-06326,DEPENDS_ON,0.5,L'actif IT-01689 dépend de IT-06326.
IT-09897,IT-05172,DEPENDS_ON,1.0,L'actif IT-09897 dépend de IT-05172.
IT-09690,IT-05077,DEPENDS_ON,0.5,L'actif IT-09690 dépend de IT-05077.
IT-07953,IT-08349,DEPENDS_ON,1.0,L'actif IT-07953 dépend de IT-08349.
IT-05368,IT-07399,DEPENDS_ON,0.8,L'actif IT-05368 dépend de IT-07399.
IT-00155,IT-07262,DEPENDS_ON,0.5,L'actif IT-00155 dépend de IT-07262.
IT-06242,IT-01549,DEPENDS_ON,1.0,L'actif IT-06242 dépend de IT-01549.
IT-05701,IT-08765,DEPENDS_ON,0.8,L'actif IT-05701 dépend de IT-08765.
IT-05914,IT-09332,DEPENDS_ON,0.5,L'actif IT-05914 dépend de IT-09332.
IT-04506,IT-01347,DEPENDS_ON,0.5,L'actif IT-04506 dépend de IT-01347.
IT-07496,IT-06449,DEPENDS_ON,0.5,L'actif IT-07496 dépend de IT-06449.
IT-07943,IT-00743,DEPENDS_ON,1.0,L'actif IT-07943 dépend de IT-00743.
IT-05717,IT-09604,DEPENDS_ON,0.5,L'actif IT-05717 dépend de IT-09604.
IT-09910,IT-00131,DEPENDS_ON,0.5,L'actif IT-09910 dépend de IT-00131.
IT-01904,IT-03784,DEPENDS_ON,1.0,L'actif IT-01904 dépend de IT-03784.
IT-07960,IT-08454,DEPENDS_ON,1.0,L'actif IT-07960 dépend de IT-08454.
IT-02884,IT-00045,DEPENDS_ON,0.8,L'actif IT-02884 dépend de IT-00045.
IT-01418,IT-03290,DEPENDS_ON,0.8,L'actif IT-01418 dépend de IT-03290.
IT-03482,IT-02179,DEPENDS_ON,0.8,L'actif IT-03482 dépend de IT-02179.
IT-04237,IT-00684,DEPENDS_ON,0.5,L'actif IT-04237 dépend de IT-00684.
IT-08479,IT-08883,DEPENDS_ON,1.0,L'actif IT-08479 dépend de IT-08883.
IT-00484,IT-09449,DEPENDS_ON,1.0,L'actif IT-00484 dépend de IT-09449.
IT-01948,IT-06634,DEPENDS_ON,0.5,L'actif IT-01948 dépend de IT-06634.
IT-08763,IT-05762,DEPENDS_ON,1.0,L'actif IT-08763 dépend de IT-05762.
IT-08281,IT-00997,DEPENDS_ON,0.5,L'actif IT-08281 dépend de IT-00997.
IT-02323,IT-08053,DEPENDS_ON,0.8,L'actif IT-02323 dépend de IT-08053.
IT-05015,IT-06937,DEPENDS_ON,1.0,L'actif IT-05015 dépend de IT-06937.
IT-02236,IT-04188,DEPENDS_ON,0.8,L'actif IT-02236 dépend de IT-04188.
IT-00004,IT-08793,DEPENDS_ON,0.5,L'actif IT-00004 dépend de IT-08793.
IT-02832,IT-01413,DEPENDS_ON,0.8,L'actif IT-02832 dépend de IT-01413.
IT-01311,IT-00728,DEPENDS_ON,0.8,L'actif IT-01311 dépend de IT-00728.
IT-08850,IT-01275,DEPENDS_ON,1.0,L'actif IT-08850 dépend de IT-01275.
IT-08964,IT-06419,DEPENDS_ON,0.5,L'actif IT-08964 dépend de IT-06419.
IT-09859,IT-08637,DEPENDS_ON,0.8,L'actif IT-09859 dépend de IT-08637.
IT-07620,IT-08357,DEPENDS_ON,0.8,L'actif IT-07620 dépend de IT-08357.
IT-06155,IT-00404,DEPENDS_ON,0.8,L'actif IT-06155 dépend de IT-00404.
IT-01252,IT-02812,DEPENDS_ON,0.5,L'actif IT-01252 dépend de IT-02812.
IT-09631,IT-06795,DEPENDS_ON,0.8,L'actif IT-09631 dépend de IT-06795.
IT-06350,IT-08615,DEPENDS_ON,0.8,L'actif IT-06350 dépend de IT-08615.
IT-03367,IT-07163,DEPENDS_ON,0.5,L'actif IT-03367 dépend de IT-07163.
IT-04124,IT-05194,DEPENDS_ON,0.8,L'actif IT-04124 dépend de IT-05194.
IT-06334,IT-01035,DEPENDS_ON,1.0,L'actif IT-06334 dépend de IT-01035.
IT-00945,IT-03360,DEPENDS_ON,0.5,L'actif IT-00945 dépend de IT-03360.
IT-01493,IT-02259,DEPENDS_ON,1.0,L'actif IT-01493 dépend de IT-02259.
IT-00122,IT-04814,DEPENDS_ON,0.8,L'actif IT-00122 dépend de IT-04814.
IT-03858,IT-02911,DEPENDS_ON,0.8,L'actif IT-03858 dépend de IT-02911.
IT-08677,IT-08857,DEPENDS_ON,0.5,L'actif IT-08677 dépend de IT-08857.
IT-06325,IT-02111,DEPENDS_ON,0.5,L'actif IT-06325 dépend de IT-02111.
IT-05501,IT-02546,DEPENDS_ON,1.0,L'actif IT-05501 dépend de IT-02546.
IT-01544,IT-07935,DEPENDS_ON,1.0,L'actif IT-01544 dépend de IT-07935.
IT-07703,IT-09053,DEPENDS_ON,1.0,L'actif IT-07703 dépend de IT-09053.
IT-03998,IT-09995,DEPENDS_ON,0.5,L'actif IT-03998 dépend de IT-09995.
IT-06067,IT-00495,DEPENDS_ON,0.5,L'actif IT-06067 dépend de IT-00495.
IT-06397,IT-01740,DEPENDS_ON,0.8,L'actif IT-06397 dépend de IT-01740.
IT-07680,IT-05520,DEPENDS_ON,1.0,L'actif IT-07680 dépend de IT-05520.
IT-03519,IT-07956,DEPENDS_ON,0.5,L'actif IT-03519 dépend de IT-07956.
IT-05736,IT-05297,DEPENDS_ON,0.8,L'actif IT-05736 dépend de IT-05297.
IT-05709,IT-07733,DEPENDS_ON,0.8,L'actif IT-05709 dépend de IT-07733.
IT-04459,IT-03902,DEPENDS_ON,1.0,L'actif IT-04459 dépend de IT-03902.
IT-08684,IT-02081,DEPENDS_ON,0.8,L'actif IT-08684 dépend de IT-02081.
IT-03945,IT-08868,DEPENDS_ON,0.5,L'actif IT-03945 dépend de IT-08868.
IT-09172,IT-00070,DEPENDS_ON,1.0,L'actif IT-09172 dépend de IT-00070.
IT-00483,IT-08127,DEPENDS_ON,1.0,L'actif IT-00483 dépend de IT-08127.
IT-00627,IT-03535,DEPENDS_ON,0.5,L'actif IT-00627 dépend de IT-03535.
IT-02312,IT-05424,DEPENDS_ON,1.0,L'actif IT-02312 dépend de IT-05424.
IT-01957,IT-02507,DEPENDS_ON,0.8,L'actif IT-01957 dépend de IT-02507.
IT-07413,IT-06814,DEPENDS_ON,0.5,L'actif IT-07413 dépend de IT-06814.
IT-01141,IT-09675,DEPENDS_ON,0.8,L'actif IT-01141 dépend de IT-09675.
IT-01303,IT-05599,DEPENDS_ON,0.5,L'actif IT-01303 dépend de IT-05599.
IT-06020,IT-05647,DEPENDS_ON,0.5,L'actif IT-06020 dépend de IT-05647.
IT-00906,IT-06880,DEPENDS_ON,0.8,L'actif IT-00906 dépend de IT-06880.
IT-08519,IT-05508,DEPENDS_ON,1.0,L'actif IT-08519 dépend de IT-05508.
IT-06806,IT-09026,DEPENDS_ON,1.0,L'actif IT-06806 dépend de IT-09026.
IT-08293,IT-03592,DEPENDS_ON,1.0,L'actif IT-08293 dépend de IT-03592.
IT-07137,IT-07698,DEPENDS_ON,0.5,L'actif IT-07137 dépend de IT-07698.
IT-01063,IT-05461,DEPENDS_ON,1.0,L'actif IT-01063 dépend de IT-05461.
IT-06072,IT-05811,DEPENDS_ON,1.0,L'actif IT-06072 dépend de IT-05811.
IT-06417,IT-03088,DEPENDS_ON,0.5,L'actif IT-06417 dépend de IT-03088.
IT-02927,IT-01324,DEPENDS_ON,0.5,L'actif IT-02927 dépend de IT-01324.
IT-09249,IT-09758,DEPENDS_ON,1.0,L'actif IT-09249 dépend de IT-09758.
IT-09896,IT-07396,DEPENDS_ON,0.8,L'actif IT-09896 dépend de IT-07396.
IT-06116,IT-04734,DEPENDS_ON,0.5,L'actif IT-06116 dépend de IT-04734.
IT-01365,IT-05914,DEPENDS_ON,0.5,L'actif IT-01365 dépend de IT-05914.
IT-03931,IT-02026,DEPENDS_ON,0.8,L'actif IT-03931 dépend de IT-02026.
IT-05160,IT-02442,DEPENDS_ON,0.8,L'actif IT-05160 dépend de IT-02442.
IT-00851,IT-07575,DEPENDS_ON,0.5,L'actif IT-00851 dépend de IT-07575.
IT-07050,IT-08046,DEPENDS_ON,0.5,L'actif IT-07050 dépend de IT-08046.
IT-09012,IT-06971,DEPENDS_ON,0.8,L'actif IT-09012 dépend de IT-06971.
IT-03362,IT-02754,DEPENDS_ON,0.8,L'actif IT-03362 dépend de IT-02754.
IT-06224,IT-00593,DEPENDS_ON,0.5,L'actif IT-06224 dépend de IT-00593.
IT-07728,IT-02938,DEPENDS_ON,1.0,L'actif IT-07728 dépend de IT-02938.
IT-03146,IT-02858,DEPENDS_ON,0.5,L'actif IT-03146 dépend de IT-02858.
IT-01349,IT-04722,DEPENDS_ON,0.5,L'actif IT-01349 dépend de IT-04722.
IT-05347,IT-05076,DEPENDS_ON,0.5,L'actif IT-05347 dépend de IT-05076.
IT-04131,IT-06014,DEPENDS_ON,0.5,L'actif IT-04131 dépend de IT-06014.
IT-01728,IT-09978,DEPENDS_ON,0.5,L'actif IT-01728 dépend de IT-09978.
IT-07770,IT-01453,DEPENDS_ON,0.8,L'actif IT-07770 dépend de IT-01453.
IT-05305,IT-09320,DEPENDS_ON,0.5,L'actif IT-05305 dépend de IT-09320.
IT-01007,IT-09203,DEPENDS_ON,0.5,L'actif IT-01007 dépend de IT-09203.
IT-05499,IT-03393,DEPENDS_ON,0.8,L'actif IT-05499 dépend de IT-03393.
IT-04478,IT-06288,DEPENDS_ON,0.8,L'actif IT-04478 dépend de IT-06288.
IT-07639,IT-02291,DEPENDS_ON,0.8,L'actif IT-07639 dépend de IT-02291.
IT-01556,IT-08379,DEPENDS_ON,0.5,L'actif IT-01556 dépend de IT-08379.
IT-02613,IT-08766,DEPENDS_ON,0.8,L'actif IT-02613 dépend de IT-08766.
IT-03046,IT-02259,DEPENDS_ON,1.0,L'actif IT-03046 dépend de IT-02259.
IT-04265,IT-05387,DEPENDS_ON,1.0,L'actif IT-04265 dépend de IT-05387.
IT-06941,IT-02557,DEPENDS_ON,1.0,L'actif IT-06941 dépend de IT-02557.
IT-03190,IT-04195,DEPENDS_ON,0.8,L'actif IT-03190 dépend de IT-04195.
IT-04750,IT-08540,DEPENDS_ON,0.5,L'actif IT-04750 dépend de IT-08540.
IT-03656,IT-09796,DEPENDS_ON,1.0,L'actif IT-03656 dépend de IT-09796.
IT-00215,IT-00145,DEPENDS_ON,0.8,L'actif IT-00215 dépend de IT-00145.
IT-08566,IT-01595,DEPENDS_ON,1.0,L'actif IT-08566 dépend de IT-01595.
IT-08661,IT-09716,DEPENDS_ON,1.0,L'actif IT-08661 dépend de IT-09716.
IT-07128,IT-01739,DEPENDS_ON,0.5,L'actif IT-07128 dépend de IT-01739.
IT-00208,IT-02959,DEPENDS_ON,0.5,L'actif IT-00208 dépend de IT-02959.
IT-02749,IT-02285,DEPENDS_ON,1.0,L'actif IT-02749 dépend de IT-02285.
IT-03481,IT-07148,DEPENDS_ON,0.5,L'actif IT-03481 dépend de IT-07148.
IT-07359,IT-01298,DEPENDS_ON,0.8,L'actif IT-07359 dépend de IT-01298.
IT-09127,IT-01280,DEPENDS_ON,0.8,L'actif IT-09127 dépend de IT-01280.
IT-03853,IT-09584,DEPENDS_ON,0.8,L'actif IT-03853 dépend de IT-09584.
IT-05971,IT-09296,DEPENDS_ON,0.8,L'actif IT-05971 dépend de IT-09296.
IT-03355,IT-00345,DEPENDS_ON,0.8,L'actif IT-03355 dépend de IT-00345.
IT-00303,IT-07994,DEPENDS_ON,1.0,L'actif IT-00303 dépend de IT-07994.
IT-07347,IT-05578,DEPENDS_ON,0.5,L'actif IT-07347 dépend de IT-05578.
IT-02975,IT-03104,DEPENDS_ON,1.0,L'actif IT-02975 dépend de IT-03104.
IT-07994,IT-06725,DEPENDS_ON,0.8,L'actif IT-07994 dépend de IT-06725.
IT-03185,IT-00843,DEPENDS_ON,0.8,L'actif IT-03185 dépend de IT-00843.
IT-09740,IT-01492,DEPENDS_ON,0.5,L'actif IT-09740 dépend de IT-01492.
IT-00157,IT-09645,DEPENDS_ON,1.0,L'actif IT-00157 dépend de IT-09645.
IT-09969,IT-05258,DEPENDS_ON,0.5,L'actif IT-09969 dépend de IT-05258.
IT-07193,IT-07840,DEPENDS_ON,1.0,L'actif IT-07193 dépend de IT-07840.
IT-07765,IT-09377,DEPENDS_ON,0.5,L'actif IT-07765 dépend de IT-09377.
IT-03082,IT-04303,DEPENDS_ON,1.0,L'actif IT-03082 dépend de IT-04303.
IT-04179,IT-03877,DEPENDS_ON,0.8,L'actif IT-04179 dépend de IT-03877.
IT-03955,IT-03619,DEPENDS_ON,0.5,L'actif IT-03955 dépend de IT-03619.
IT-03764,IT-01911,DEPENDS_ON,0.5,L'actif IT-03764 dépend de IT-01911.
IT-02538,IT-02271,DEPENDS_ON,1.0,L'actif IT-02538 dépend de IT-02271.
IT-04572,IT-03366,DEPENDS_ON,0.5,L'actif IT-04572 dépend de IT-03366.
IT-01120,IT-09895,DEPENDS_ON,1.0,L'actif IT-01120 dépend de IT-09895.
IT-02490,IT-03179,DEPENDS_ON,0.8,L'actif IT-02490 dépend de IT-03179.
IT-07936,IT-00085,DEPENDS_ON,1.0,L'actif IT-07936 dépend de IT-00085.
IT-05598,IT-09188,DEPENDS_ON,0.5,L'actif IT-05598 dépend de IT-09188.
IT-09845,IT-09738,DEPENDS_ON,0.5,L'actif IT-09845 dépend de IT-09738.
IT-03955,IT-04520,DEPENDS_ON,0.8,L'actif IT-03955 dépend de IT-04520.
IT-03943,IT-08794,DEPENDS_ON,0.8,L'actif IT-03943 dépend de IT-08794.
IT-02479,IT-00243,DEPENDS_ON,1.0,L'actif IT-02479 dépend de IT-00243.
IT-04145,IT-02059,DEPENDS_ON,1.0,L'actif IT-04145 dépend de IT-02059.
IT-09913,IT-02993,DEPENDS_ON,1.0,L'actif IT-09913 dépend de IT-02993.
IT-09827,IT-05470,DEPENDS_ON,0.8,L'actif IT-09827 dépend de IT-05470.
IT-00293,IT-09489,DEPENDS_ON,0.8,L'actif IT-00293 dépend de IT-09489.
IT-07075,IT-02741,DEPENDS_ON,1.0,L'actif IT-07075 dépend de IT-02741.
IT-05201,IT-00137,DEPENDS_ON,0.8,L'actif IT-05201 dépend de IT-00137.
IT-03418,IT-09523,DEPENDS_ON,0.8,L'actif IT-03418 dépend de IT-09523.
IT-06578,IT-02745,DEPENDS_ON,0.8,L'actif IT-06578 dépend de IT-02745.
IT-00357,IT-09744,DEPENDS_ON,0.8,L'actif IT-00357 dépend de IT-09744.
IT-01567,IT-01747,DEPENDS_ON,1.0,L'actif IT-01567 dépend de IT-01747.
IT-04258,IT-03951,DEPENDS_ON,0.5,L'actif IT-04258 dépend de IT-03951.
IT-08515,IT-08612,DEPENDS_ON,0.8,L'actif IT-08515 dépend de IT-08612.
IT-04716,IT-09632,DEPENDS_ON,0.5,L'actif IT-04716 dépend de IT-09632.
IT-03892,IT-02692,DEPENDS_ON,0.5,L'actif IT-03892 dépend de IT-02692.
IT-05879,IT-07316,DEPENDS_ON,1.0,L'actif IT-05879 dépend de IT-07316.
IT-01903,IT-05530,DEPENDS_ON,0.5,L'actif IT-01903 dépend de IT-05530.
IT-05402,IT-08735,DEPENDS_ON,0.5,L'actif IT-05402 dépend de IT-08735.
IT-07471,IT-06911,DEPENDS_ON,1.0,L'actif IT-07471 dépend de IT-06911.
IT-01248,IT-09149,DEPENDS_ON,0.5,L'actif IT-01248 dépend de IT-09149.
IT-01433,IT-07431,DEPENDS_ON,0.8,L'actif IT-01433 dépend de IT-07431.
IT-06006,IT-08749,DEPENDS_ON,1.0,L'actif IT-06006 dépend de IT-08749.
IT-07105,IT-01164,DEPENDS_ON,0.5,L'actif IT-07105 dépend de IT-01164.
IT-05573,IT-00834,DEPENDS_ON,1.0,L'actif IT-05573 dépend de IT-00834.
IT-05366,IT-01010,DEPENDS_ON,0.8,L'actif IT-05366 dépend de IT-01010.
IT-02584,IT-01245,DEPENDS_ON,0.8,L'actif IT-02584 dépend de IT-01245.
IT-03282,IT-03450,DEPENDS_ON,0.5,L'actif IT-03282 dépend de IT-03450.
IT-06996,IT-06242,DEPENDS_ON,0.8,L'actif IT-06996 dépend de IT-06242.
IT-05908,IT-06797,DEPENDS_ON,0.8,L'actif IT-05908 dépend de IT-06797.
IT-06869,IT-09504,DEPENDS_ON,0.5,L'actif IT-06869 dépend de IT-09504.
IT-05008,IT-00057,DEPENDS_ON,0.5,L'actif IT-05008 dépend de IT-00057.
IT-03468,IT-06993,DEPENDS_ON,0.8,L'actif IT-03468 dépend de IT-06993.
IT-07606,IT-06156,DEPENDS_ON,0.5,L'actif IT-07606 dépend de IT-06156.
IT-09279,IT-01227,DEPENDS_ON,0.5,L'actif IT-09279 dépend de IT-01227.
IT-09644,IT-02142,DEPENDS_ON,1.0,L'actif IT-09644 dépend de IT-02142.
IT-06318,IT-04392,DEPENDS_ON,0.5,L'actif IT-06318 dépend de IT-04392.
IT-03410,IT-07116,DEPENDS_ON,0.5,L'actif IT-03410 dépend de IT-07116.
IT-04539,IT-02340,DEPENDS_ON,0.8,L'actif IT-04539 dépend de IT-02340.
IT-03252,IT-02513,DEPENDS_ON,0.8,L'actif IT-03252 dépend de IT-02513.
IT-05646,IT-10000,DEPENDS_ON,1.0,L'actif IT-05646 dépend de IT-10000.
IT-05325,IT-01852,DEPENDS_ON,0.8,L'actif IT-05325 dépend de IT-01852.
IT-07867,IT-03488,DEPENDS_ON,0.5,L'actif IT-07867 dépend de IT-03488.
IT-01610,IT-06760,DEPENDS_ON,0.8,L'actif IT-01610 dépend de IT-06760.
IT-02213,IT-05934,DEPENDS_ON,0.5,L'actif IT-02213 dépend de IT-05934.
IT-06920,IT-02269,DEPENDS_ON,0.8,L'actif IT-06920 dépend de IT-02269.
IT-02132,IT-03405,DEPENDS_ON,0.5,L'actif IT-02132 dépend de IT-03405.
IT-09094,IT-04547,DEPENDS_ON,0.5,L'actif IT-09094 dépend de IT-04547.
IT-00277,IT-04311,DEPENDS_ON,0.5,L'actif IT-00277 dépend de IT-04311.
IT-07685,IT-04195,DEPENDS_ON,0.8,L'actif IT-07685 dépend de IT-04195.
IT-03396,IT-06621,DEPENDS_ON,0.5,L'actif IT-03396 dépend de IT-06621.
IT-01088,IT-05290,DEPENDS_ON,1.0,L'actif IT-01088 dépend de IT-05290.
IT-00322,IT-06296,DEPENDS_ON,0.5,L'actif IT-00322 dépend de IT-06296.
IT-01904,IT-09645,DEPENDS_ON,0.5,L'actif IT-01904 dépend de IT-09645.
IT-01983,IT-06432,DEPENDS_ON,0.5,L'actif IT-01983 dépend de IT-06432.
IT-06397,IT-09104,DEPENDS_ON,0.5,L'actif IT-06397 dépend de IT-09104.
IT-08659,IT-06599,DEPENDS_ON,0.5,L'actif IT-08659 dépend de IT-06599.
IT-03887,IT-02584,DEPENDS_ON,0.5,L'actif IT-03887 dépend de IT-02584.
IT-06941,IT-06123,DEPENDS_ON,0.8,L'actif IT-06941 dépend de IT-06123.
IT-04115,IT-02725,DEPENDS_ON,0.8,L'actif IT-04115 dépend de IT-02725.
IT-02423,IT-00901,DEPENDS_ON,0.5,L'actif IT-02423 dépend de IT-00901.
IT-07697,IT-09562,DEPENDS_ON,0.8,L'actif IT-07697 dépend de IT-09562.
IT-08677,IT-09415,DEPENDS_ON,0.5,L'actif IT-08677 dépend de IT-09415.
